"BARRIO","promedio_accidente_mes","cluster"
"palermo",7.33333333333333,2
"santa ines",7.41666666666667,2
"nueva villa de la iguana",7.58333333333333,2
"la mota",7.66666666666667,2
"granada",7.75,2
"miraflores",7.83333333333333,2
"doce de octubre no.1",7.91666666666667,2
"la pilarica",8,2
"el nogal-los almendros",8.16666666666667,2
"villa hermosa",8.16666666666667,2
"la milagrosa",8.25,2
"versalles no. 1",8.25,2
"los mangos",8.33333333333333,2
"las lomas no.1",8.41666666666667,2
"los naranjos",8.41666666666667,2
"cabecera urbana san cristobal",8.5,1
"los alcazares",8.5,2
"diego echavarria",8.58333333333333,2
"brasilia",8.66666666666667,1
"aures no.1",8.75,1
"cordoba",8.83333333333333,2
"la salle",8.83333333333333,2
"san joaquin",8.83333333333333,2
"el pinal",8.91666666666667,2
"la palma",9.08333333333333,2
"calasanz parte alta",9.16666666666667,2
"doce de octubre no.2",9.16666666666667,1
"el danubio",9.18181818181818,2
"el salvador",9.5,2
"las playas",9.58333333333333,1
"aures no. 2",9.75,1
"la colina",9.75,1
"boyaca",9.83333333333333,2
"campo alegre",9.91666666666667,2
"enciso",9.91666666666667,1
"sucre",9.91666666666667,2
"las palmas",10.0833333333333,2
"asomadera no. 2",10.1666666666667,2
"belalcazar",10.1666666666667,2
"alejandria",10.25,2
"francisco antonio zea",10.25,1
"san martin de porres",10.4166666666667,1
"oleoducto",10.5833333333333,2
"el tesoro",10.6666666666667,2
"santander",10.8333333333333,1
"manrique central no. 2",10.9166666666667,1
"la esperanza",11.0833333333333,1
"san german",11.0833333333333,2
"tejelo",11.3333333333333,1
"asomadera no. 1",11.5,1
"campo valdes no. 2",11.5833333333333,1
"altamira",11.8333333333333,1
"la castellana",11.9166666666667,2
"el velodromo",12.1666666666667,1
"la floresta",12.3333333333333,1
"loreto",12.75,1
"san javier no.1",12.75,1
"parque juan pablo ii",13,1
"picacho",13,1
"villa flora",13,1
"calasanz",13.1666666666667,1
"lopez de mesa",13.1666666666667,1
"san miguel",13.4166666666667,1
"cucaracho",13.5833333333333,1
"barrio caicedo",13.75,1
"lorena",13.75,1
"area de expansion pajarito",13.8333333333333,1
"manrique oriental",14,1
"berlin",14.3333333333333,1
"florida nueva",14.3333333333333,1
"tenche",14.6666666666667,1
"san pedro",14.9166666666667,1
"alejandro echavarria",15,1
"pedregal",15,1
"buenos aires",15.0833333333333,1
"kennedy",15.4166666666667,1
"la florida",15.5,1
"manrique central no. 1",15.6666666666667,1
"las granjas",15.9166666666667,1
"bolivariana",16.0833333333333,1
"alfonso lopez",16.25,1
"cerro nutibara",16.4166666666667,1
"girardot",16.5833333333333,1
"trinidad",16.5833333333333,1
"el rincon",16.6666666666667,1
"bombona no. 1",16.8333333333333,1
"hector abad gomez",16.9166666666667,1
"moravia",16.9166666666667,1
"toscana",17,1
"el diamante",17.25,1
"miranda",17.3333333333333,1
"san bernardo",17.3333333333333,1
"las brisas",17.5833333333333,1
"la gloria",18.1666666666667,1
"patio bonito",18.1666666666667,1
"tricentenario",18.1666666666667,1
"campo valdes no. 1",18.3333333333333,1
"los balsos no.2",18.3333333333333,1
"facultad de minas u. nacional",18.5,1
"fatima",18.5,1
"los pinos",18.75,1
"castropol",18.8333333333333,1
"san isidro",19,1
"los angeles",19.5,1
"el estadio",20,1
"universidad de antioquia",20.1666666666667,1
"la america",20.4166666666667,1
"robledo",20.75,1
"estacion villa",21.4166666666667,1
"barrio colombia",22.5,1
"santa maria de los angeles",22.8333333333333,1
"cuarta brigada",23,1
"las acacias",23.9166666666667,1
"sevilla",24.5833333333333,1
"el poblado",25.1666666666667,1
"laureles",25.25,1
"rosales",25.5,1
"universidad nacional",28.0833333333333,1
"calle nueva",28.6666666666667,1
"suramericana",29.5833333333333,1
"el chagualo",31,1
"el progreso",31.5,1
"prado",31.6666666666667,1
"manila",31.8333333333333,1
"jesus nazareno",33.25,3
"la alpujarra",33.5833333333333,3
"corazon de jesus",35.0833333333333,1
"boston",35.3333333333333,1
"cristo rey",35.75,1
"villa carlota",36.5,1
"belen",42.1666666666667,3
"naranjal",44.75,3
"los colores",45.75,3
"la aguacatala",45.8333333333333,3
"cabecera san antonio de prado",46.0833333333333,3
"san benito",47.0833333333333,3
"villa nueva",47.3333333333333,3
"guayabal",47.75,3
"castilla",47.8333333333333,3
"san diego",48.9166666666667,3
"guayaquil",49.75,3
"terminal de transporte",52.5833333333333,3
"carlos e. restrepo",52.75,3
"los conquistadores",59.4166666666667,3
"santa fe",59.6666666666667,3
"barrio colon",62.3333333333333,3
"campo amor",64.5,3
"perpetuo socorro",72.5833333333333,3
"caribe",73.3333333333333,3
"la candelaria",78.6666666666667,3
