"PERIODO","MES","DIA","accidentes_choque","estimaciones_choque","accidentes_atropello","estimaciones_atropello","accidentes_caida_ocupante","estimaciones_caida_ocupante","accidentes_volcamiento","estimaciones_volcamiento","accidentes_otro","estimaciones_otro"
2014,"1","7",68,69,12,11,12,8,3,3,15,13
2014,"1","8",47,69,8,11,20,10,1,3,9,13
2014,"1","9",62,67,15,11,9,11,4,3,4,13
2014,"1","10",85,72,12,12,9,11,1,3,14,11
2014,"1","11",58,65,10,12,20,9,3,3,14,10
2014,"1","12",52,41,8,10,8,9,2,2,9,9
2014,"1","13",75,75,16,10,15,12,5,4,18,12
2014,"1","14",69,79,8,11,13,10,3,3,18,13
2014,"1","15",81,76,24,12,8,10,3,4,12,13
2014,"1","16",76,74,15,12,17,12,3,3,15,13
2014,"1","17",91,83,15,14,6,11,0,0,13,13
2014,"1","18",72,71,14,13,12,10,3,3,16,11
2014,"1","19",47,44,7,12,10,8,1,3,13,10
2014,"1","20",93,79,7,11,17,11,3,4,10,13
2014,"1","21",77,84,15,14,11,11,3,3,16,13
2014,"1","22",102,80,11,11,8,11,7,3,17,13
2014,"1","23",76,80,19,11,7,10,0,0,18,13
2014,"1","24",91,86,11,11,10,11,1,3,9,13
2014,"1","25",73,74,10,14,6,9,0,0,22,11
2014,"1","26",34,45,17,10,15,8,3,3,26,11
2014,"1","27",102,81,23,12,8,12,5,3,17,14
2014,"1","28",88,84,22,12,9,10,7,4,18,14
2014,"1","29",78,81,7,13,13,10,2,4,6,15
2014,"1","30",64,77,10,13,10,10,2,4,29,13
2014,"1","31",104,84,21,12,11,10,0,0,16,14
2014,"2","1",85,81,17,16,14,10,2,3,19,13
2014,"2","2",34,51,13,13,13,9,3,3,11,12
2014,"2","3",92,88,16,12,11,13,0,0,20,16
2014,"2","4",81,92,14,12,10,11,0,0,18,16
2014,"2","5",81,88,17,12,12,11,5,3,15,16
2014,"2","6",93,86,16,13,15,12,6,4,23,16
2014,"2","7",95,96,18,14,11,11,4,3,19,16
2014,"2","8",75,82,9,15,6,10,5,3,9,13
2014,"2","9",44,50,14,11,16,8,3,3,11,12
2014,"2","10",114,89,12,12,21,13,2,4,21,15
2014,"2","11",89,98,14,14,7,13,3,4,15,15
2014,"2","12",92,92,17,11,9,11,2,4,22,15
2014,"2","13",117,90,13,11,18,12,9,4,29,17
2014,"2","14",81,106,9,13,5,11,2,4,25,17
2014,"2","15",80,86,17,13,15,10,4,4,10,15
2014,"2","16",52,52,14,11,8,9,0,0,16,13
2014,"2","17",90,92,10,12,23,13,1,3,18,16
2014,"2","18",94,97,16,13,10,11,2,4,12,16
2014,"2","19",84,91,9,12,12,12,2,3,25,15
2014,"2","20",90,89,19,11,14,10,3,4,9,17
2014,"2","21",83,96,18,14,17,13,1,3,17,15
2014,"2","22",74,83,21,15,10,12,3,3,17,13
2014,"2","23",51,50,19,12,14,9,2,2,13,12
2014,"2","24",97,90,13,14,12,13,1,3,17,15
2014,"2","25",96,94,18,15,12,12,1,3,16,16
2014,"2","26",71,91,15,14,10,11,1,3,16,16
2014,"2","27",98,86,10,13,18,11,8,3,18,16
2014,"2","28",110,98,13,14,10,11,2,3,14,15
2014,"3","1",95,86,24,15,9,12,5,4,20,12
2014,"3","2",52,54,15,12,9,11,4,2,13,12
2014,"3","3",116,95,12,12,9,14,7,4,11,15
2014,"3","4",101,100,16,12,11,11,3,4,10,15
2014,"3","5",105,98,15,13,22,12,4,4,20,14
2014,"3","6",106,99,17,14,12,14,6,4,13,15
2014,"3","7",100,106,23,15,10,14,6,4,23,14
2014,"3","8",84,91,10,14,10,10,3,4,17,13
2014,"3","9",51,55,13,13,10,10,2,3,18,12
2014,"3","10",90,96,15,12,12,14,3,4,17,16
2014,"3","11",85,97,21,13,13,12,3,4,15,17
2014,"3","12",103,92,20,13,22,14,6,3,14,16
2014,"3","13",84,92,18,15,9,15,6,4,15,15
2014,"3","14",108,98,15,13,12,14,1,4,16,15
2014,"3","15",103,86,12,16,23,11,7,4,7,12
2014,"3","16",51,55,15,14,17,12,5,3,9,11
2014,"3","17",116,96,14,14,10,17,6,4,23,14
2014,"3","18",96,103,17,13,9,12,7,4,13,15
2014,"3","19",94,97,11,12,7,10,2,4,17,14
2014,"3","20",103,94,19,12,13,13,6,4,12,15
2014,"3","21",104,104,13,13,14,12,6,4,15,15
2014,"3","22",76,89,19,16,24,11,5,4,5,12
2014,"3","23",57,54,16,13,20,12,3,3,16,11
2014,"3","24",54,48,11,12,25,11,8,4,7,12
2014,"3","25",110,92,15,13,14,14,2,3,11,14
2014,"3","26",87,91,14,14,13,15,3,4,18,14
2014,"3","27",88,89,14,12,11,14,1,4,9,15
2014,"3","28",116,95,20,14,19,14,5,3,10,14
2014,"3","29",83,87,19,17,14,14,5,3,16,12
2014,"3","30",65,53,8,12,21,11,2,3,9,12
2014,"3","31",93,98,16,16,14,14,4,4,9,14
2014,"4","1",86,97,17,13,23,13,6,3,9,13
2014,"4","2",84,93,18,14,17,14,0,0,7,13
2014,"4","3",96,89,11,14,30,16,4,3,11,12
2014,"4","4",95,100,20,16,14,13,3,3,20,12
2014,"4","5",101,85,15,15,19,13,2,3,12,11
2014,"4","6",56,53,11,13,9,11,2,3,8,10
2014,"4","7",102,93,23,12,12,15,2,4,9,13
2014,"4","8",105,97,22,14,18,13,1,3,12,13
2014,"4","9",90,97,22,14,18,14,5,3,7,13
2014,"4","10",105,92,14,15,8,15,7,3,15,13
2014,"4","11",104,102,18,15,12,11,3,4,9,12
2014,"4","12",99,87,17,16,15,11,4,3,10,10
2014,"4","13",53,55,16,15,16,10,3,3,9,10
2014,"4","14",87,96,7,15,11,14,1,4,12,13
2014,"4","15",94,96,16,14,14,11,4,4,22,13
2014,"4","16",75,94,15,13,15,12,6,3,24,14
2014,"4","17",36,49,9,10,8,10,1,4,11,12
2014,"4","18",30,48,11,10,4,9,2,3,12,11
2014,"4","19",38,68,7,12,4,9,2,3,7,12
2014,"4","20",49,22,11,7,2,6,3,2,10,8
2014,"4","21",91,75,5,9,16,11,5,4,11,13
2014,"4","22",53,82,11,12,13,10,3,4,18,13
2014,"4","23",102,77,11,10,14,11,2,3,20,14
2014,"4","24",88,81,12,11,28,12,1,4,16,14
2014,"4","25",99,95,9,13,13,14,6,3,13,14
2014,"4","26",79,82,12,13,15,11,3,4,13,12
2014,"4","27",45,51,16,10,18,10,2,3,11,11
2014,"4","28",96,90,18,12,21,16,2,3,11,14
2014,"4","29",81,95,13,13,14,14,1,3,8,13
2014,"4","30",91,88,13,13,22,12,2,3,11,13
2014,"5","1",56,49,10,11,21,12,1,3,7,12
2014,"5","2",101,92,20,14,18,15,6,3,18,14
2014,"5","3",96,82,8,15,21,13,3,3,7,12
2014,"5","4",36,52,18,13,13,11,4,3,18,11
2014,"5","5",96,90,15,11,14,16,2,3,12,16
2014,"5","6",73,93,10,14,17,14,4,3,18,16
2014,"5","7",96,89,12,12,14,13,2,3,17,16
2014,"5","8",84,89,9,13,14,13,3,4,14,17
2014,"5","9",89,96,11,13,19,12,9,3,8,15
2014,"5","10",89,82,18,14,7,11,3,4,11,13
2014,"5","11",72,51,13,11,13,9,3,3,8,12
2014,"5","12",92,94,14,13,11,14,2,4,11,14
2014,"5","13",95,97,13,12,13,13,3,4,20,15
2014,"5","14",93,95,11,11,11,12,3,4,13,16
2014,"5","15",74,91,17,11,12,12,2,4,16,16
2014,"5","16",93,98,17,13,12,12,1,3,10,16
2014,"5","17",90,83,14,14,18,11,11,3,9,13
2014,"5","18",49,52,10,12,14,10,3,3,13,12
2014,"5","19",112,92,16,12,11,14,3,4,23,15
2014,"5","20",89,98,5,12,7,12,3,4,14,16
2014,"5","21",82,92,16,11,18,10,6,4,26,16
2014,"5","22",90,92,12,11,21,13,3,4,15,18
2014,"5","23",91,100,8,13,16,14,0,0,18,17
2014,"5","24",82,85,21,13,11,12,1,4,14,14
2014,"5","25",60,52,17,11,16,11,1,2,9,13
2014,"5","26",85,93,15,13,19,16,1,3,11,16
2014,"5","27",74,95,17,14,12,15,1,3,17,16
2014,"5","28",85,89,15,13,11,14,3,3,14,16
2014,"5","29",88,86,12,12,9,12,1,3,14,16
2014,"5","30",116,95,15,14,11,12,2,3,16,15
2014,"5","31",86,85,17,15,14,11,3,3,14,13
2014,"6","1",47,52,14,12,9,9,2,2,17,11
2014,"6","2",40,45,8,10,11,8,6,3,14,12
2014,"6","3",110,87,20,11,16,9,4,3,26,15
2014,"6","4",96,90,15,12,13,12,2,4,16,16
2014,"6","5",92,88,17,13,15,12,5,4,19,16
2014,"6","6",107,96,16,14,17,12,1,3,17,15
2014,"6","7",97,85,22,16,23,10,2,3,12,13
2014,"6","8",52,54,19,13,15,11,2,2,9,11
2014,"6","9",84,95,15,15,20,15,3,3,19,14
2014,"6","10",77,97,16,15,15,13,3,3,16,15
2014,"6","11",92,90,20,14,14,13,2,3,18,15
2014,"6","12",74,88,9,14,11,14,4,3,17,16
2014,"6","13",94,93,21,15,14,11,4,3,10,15
2014,"6","14",96,80,22,16,16,11,5,3,19,12
2014,"6","15",57,52,14,13,14,9,2,3,16,12
2014,"6","16",79,92,17,14,11,13,8,4,13,15
2014,"6","17",74,92,13,14,16,11,3,4,10,15
2014,"6","18",85,87,19,13,16,11,3,4,10,15
2014,"6","19",74,85,21,14,15,13,3,3,18,14
2014,"6","20",86,93,11,16,13,13,2,3,15,14
2014,"6","21",89,79,10,15,7,10,8,3,7,12
2014,"6","22",48,48,15,11,17,8,5,3,11,11
2014,"6","23",36,44,9,11,9,8,4,4,5,11
2014,"6","24",90,83,7,12,19,11,2,3,12,14
2014,"6","25",113,84,15,12,13,10,6,4,17,13
2014,"6","26",82,87,14,12,16,12,2,4,9,14
2014,"6","27",91,94,9,13,18,12,2,4,8,13
2014,"6","28",81,81,13,15,15,11,3,3,11,11
2014,"6","29",49,50,19,11,7,9,2,3,16,11
2014,"6","30",47,45,12,9,10,9,3,4,10,11
2014,"7","1",86,88,18,12,11,11,3,3,15,15
2014,"7","2",88,86,15,12,13,12,1,3,14,15
2014,"7","3",103,85,12,13,14,12,5,3,17,15
2014,"7","4",85,97,20,13,16,11,1,3,15,14
2014,"7","5",66,83,27,17,21,11,3,3,7,12
2014,"7","6",43,50,17,13,12,11,0,0,13,11
2014,"7","7",112,90,11,15,18,14,10,3,24,15
2014,"7","8",87,99,7,13,14,11,3,4,15,15
2014,"7","9",86,93,15,13,9,12,3,4,11,15
2014,"7","10",83,88,12,13,10,12,4,4,14,16
2014,"7","11",70,97,19,14,6,11,5,4,10,15
2014,"7","12",72,80,16,13,11,9,2,4,12,12
2014,"7","13",40,49,11,12,17,9,2,3,3,11
2014,"7","14",95,87,13,12,19,12,6,3,12,13
2014,"7","15",87,92,15,13,19,11,5,4,17,14
2014,"7","16",90,90,14,13,12,12,4,4,15,14
2014,"7","17",79,87,9,12,7,12,3,4,15,15
2014,"7","18",77,95,16,13,13,11,6,4,19,15
2014,"7","19",70,82,20,13,14,10,2,3,25,13
2014,"7","20",41,28,15,10,12,8,2,3,19,10
2014,"7","21",97,88,16,12,18,13,3,3,12,17
2014,"7","22",91,93,9,14,15,12,1,4,19,16
2014,"7","23",86,91,18,13,17,12,5,3,12,16
2014,"7","24",84,88,13,14,13,13,3,3,17,16
2014,"7","25",93,97,16,15,16,12,3,3,8,15
2014,"7","26",84,84,21,15,15,11,7,3,18,12
2014,"7","27",32,52,14,12,10,9,6,3,13,12
2014,"7","28",110,89,21,11,14,13,2,4,11,15
2014,"7","29",91,96,13,14,8,13,2,4,11,15
2014,"7","30",94,92,8,13,17,11,0,0,16,15
2014,"7","31",78,92,22,14,14,12,1,4,17,15
2014,"8","1",109,98,13,15,9,14,2,3,16,15
2014,"8","2",71,85,22,15,18,12,5,4,18,13
2014,"8","3",59,53,16,12,12,11,3,2,12,13
2014,"8","4",89,93,14,14,22,16,4,4,29,15
2014,"8","5",101,99,10,13,12,14,4,3,18,17
2014,"8","6",118,93,24,14,21,14,4,4,11,17
2014,"8","7",52,53,11,10,13,13,2,4,8,13
2014,"8","8",112,95,19,15,14,14,7,3,19,15
2014,"8","9",82,86,17,15,9,12,4,4,4,13
2014,"8","10",54,52,23,13,7,11,2,3,12,11
2014,"8","11",85,93,4,13,16,16,3,4,17,14
2014,"8","12",74,96,14,15,13,12,2,4,17,15
2014,"8","13",86,88,15,13,21,13,5,3,17,15
2014,"8","14",90,89,21,14,15,15,5,4,18,16
2014,"8","15",106,96,19,14,21,15,2,3,11,16
2014,"8","16",84,85,13,17,15,13,3,3,12,12
2014,"8","17",46,52,16,12,10,12,3,3,5,12
2014,"8","18",30,45,14,10,18,11,1,4,6,11
2014,"8","19",78,86,14,14,14,14,4,3,15,14
2014,"8","20",89,83,10,13,10,14,4,3,18,14
2014,"8","21",78,83,10,12,13,14,0,0,14,15
2014,"8","22",86,90,12,14,6,13,2,3,19,15
2014,"8","23",78,78,21,13,16,11,6,3,24,13
2014,"8","24",43,49,18,10,10,11,1,2,17,13
2014,"8","25",85,89,5,12,15,16,4,4,29,17
2014,"8","26",95,94,16,12,17,12,3,4,18,18
2014,"8","27",66,91,6,12,9,14,3,4,14,17
2014,"8","28",105,84,13,11,12,13,4,4,17,17
2014,"8","29",85,97,19,14,11,12,6,4,18,16
2014,"8","30",83,83,14,13,15,12,5,3,14,13
2014,"8","31",49,51,14,10,14,11,3,3,14,12
2014,"9","1",77,91,18,12,18,14,3,4,12,15
2014,"9","2",63,92,8,13,4,14,2,3,12,15
2014,"9","3",87,84,21,11,14,11,1,4,8,15
2014,"9","4",81,83,7,14,14,14,9,3,15,14
2014,"9","5",105,93,11,13,10,12,4,4,16,14
2014,"9","6",74,82,18,13,11,11,3,4,11,12
2014,"9","7",47,50,10,11,6,10,3,2,14,11
2014,"9","8",96,89,14,10,11,13,0,0,21,15
2014,"9","9",83,95,18,14,11,13,2,4,13,16
2014,"9","10",81,90,15,13,17,13,10,3,20,15
2014,"9","11",100,88,12,12,23,13,7,4,30,16
2014,"9","12",105,101,19,14,12,13,2,4,16,17
2014,"9","13",82,86,15,15,13,13,2,4,8,13
2014,"9","14",56,52,19,13,10,11,3,3,16,12
2014,"9","15",80,94,18,13,17,16,2,4,9,16
2014,"9","16",86,95,14,13,17,14,8,4,14,14
2014,"9","17",108,91,19,12,13,13,0,0,14,14
2014,"9","18",94,91,20,14,22,15,4,3,25,15
2014,"9","19",102,103,17,16,14,15,1,3,10,15
2014,"9","20",88,86,7,18,13,11,3,3,10,12
2014,"9","21",57,53,17,13,12,10,5,3,11,11
2014,"9","22",76,95,6,14,32,16,2,4,10,15
2014,"9","23",89,98,13,16,16,15,3,3,9,14
2014,"9","24",82,91,11,12,14,15,1,3,14,13
2014,"9","25",84,88,14,12,13,14,3,3,13,15
2014,"9","26",97,95,12,13,18,14,2,3,20,14
2014,"9","27",72,84,18,15,14,13,3,3,14,12
2014,"9","28",43,50,10,11,12,11,3,2,10,12
2014,"9","29",86,89,18,11,15,14,3,4,18,15
2014,"9","30",107,92,12,12,17,13,0,0,15,16
2014,"10","1",81,92,14,13,19,13,5,3,5,15
2014,"10","2",73,88,18,13,14,14,1,3,9,14
2014,"10","3",87,93,14,14,11,13,3,3,12,14
2014,"10","4",100,81,19,14,15,11,3,3,11,11
2014,"10","5",72,52,5,13,13,11,5,3,19,10
2014,"10","6",83,97,8,13,12,13,1,4,15,14
2014,"10","7",78,96,14,12,6,12,3,4,14,15
2014,"10","8",75,89,8,11,15,11,2,3,7,15
2014,"10","9",85,86,10,12,14,12,1,4,14,15
2014,"10","10",88,95,14,12,6,12,1,3,11,14
2014,"10","11",80,80,17,12,14,10,5,3,8,11
2014,"10","12",33,49,11,12,9,9,3,2,9,10
2014,"10","13",42,42,10,8,10,9,0,0,13,11
2014,"10","14",103,83,10,12,10,11,2,3,25,14
2014,"10","15",81,86,14,11,5,11,2,3,20,15
2014,"10","16",74,83,13,11,13,11,4,3,14,16
2014,"10","17",88,90,14,13,10,11,4,3,19,16
2014,"10","18",68,79,28,12,8,10,4,3,6,13
2014,"10","19",45,47,16,11,8,9,2,2,17,11
2014,"10","20",70,88,12,13,16,12,0,0,14,15
2014,"10","21",82,88,15,14,16,12,2,3,10,15
2014,"10","22",106,85,13,14,13,12,2,3,24,14
2014,"10","23",86,88,11,13,11,13,2,4,24,16
2014,"10","24",73,96,13,14,12,11,6,3,18,16
2014,"10","25",92,80,16,13,10,10,2,3,15,13
2014,"10","26",55,51,9,11,6,10,3,3,15,13
2014,"10","27",81,92,8,11,12,12,3,4,11,16
2014,"10","28",78,93,19,11,6,10,2,4,16,15
2014,"10","29",108,87,11,11,8,11,2,3,17,15
2014,"10","30",96,89,8,11,15,10,2,4,16,15
2014,"10","31",90,100,19,13,9,11,6,3,15,14
2014,"11","1",82,84,15,12,11,11,3,3,14,12
2014,"11","2",44,52,9,11,12,9,1,3,13,11
2014,"11","3",40,45,9,9,6,9,4,3,17,11
2014,"11","4",83,87,12,10,14,10,2,3,13,15
2014,"11","5",82,84,17,12,17,11,3,4,17,14
2014,"11","6",84,83,5,13,16,14,2,3,15,14
2014,"11","7",98,45,20,10,9,8,4,3,16,11
2014,"11","8",68,80,17,13,8,11,3,3,17,12
2014,"11","9",48,49,8,11,9,9,3,3,9,11
2014,"11","10",88,88,8,11,17,13,4,4,18,14
2014,"11","11",79,93,7,12,15,11,4,4,25,14
2014,"11","12",99,90,7,10,11,11,5,4,13,15
2014,"11","13",68,88,11,11,12,12,2,4,20,14
2014,"11","14",105,94,10,12,7,12,8,3,8,15
2014,"11","15",101,81,23,12,7,10,2,4,14,11
2014,"11","16",53,52,8,10,12,10,4,3,9,10
2014,"11","17",42,94,12,12,11,12,1,4,19,13
2014,"11","18",77,90,7,10,12,11,4,3,19,14
2014,"11","19",88,85,12,11,15,10,6,4,8,14
2014,"11","20",81,85,14,11,15,12,3,4,14,14
2014,"11","21",101,92,16,13,20,12,1,3,10,14
2014,"11","22",81,81,15,14,13,12,3,3,12,11
2014,"11","23",50,50,20,11,13,11,5,2,3,10
2014,"11","24",74,90,12,12,19,15,3,4,17,13
2014,"11","25",91,93,19,13,11,13,5,3,19,14
2014,"11","26",80,90,14,12,5,13,5,3,21,14
2014,"11","27",97,86,16,12,17,12,4,4,15,15
2014,"11","28",121,97,13,14,5,13,0,0,10,14
2014,"11","29",82,85,15,16,8,11,4,4,16,11
2014,"11","30",55,53,16,11,9,8,1,3,7,11
2014,"12","1",101,92,11,14,18,12,0,0,12,13
2014,"12","2",93,98,10,15,14,11,0,0,7,13
2014,"12","3",99,93,14,13,14,11,5,4,17,13
2014,"12","4",81,92,15,12,9,12,1,4,18,13
2014,"12","5",113,97,12,13,18,12,5,3,14,13
2014,"12","6",97,87,14,14,12,10,1,3,11,11
2014,"12","7",64,53,17,11,14,9,0,0,14,11
2014,"12","8",50,53,9,11,12,10,10,4,11,11
2014,"12","9",96,91,16,12,14,10,4,3,21,14
2014,"12","10",77,90,12,12,6,12,2,4,17,14
2014,"12","11",91,85,9,11,14,11,0,0,13,15
2014,"12","12",88,93,7,13,21,11,3,3,19,14
2014,"12","13",64,82,15,14,14,10,2,3,8,12
2014,"12","14",60,48,24,10,7,10,1,3,14,10
2014,"12","15",81,88,17,13,8,14,2,4,8,14
2014,"12","16",100,89,12,12,12,12,3,3,17,13
2014,"12","17",92,89,17,12,15,11,3,3,13,13
2014,"12","18",100,88,18,12,15,12,4,3,14,14
2014,"12","19",97,98,15,14,14,12,1,3,17,13
2014,"12","20",80,85,12,16,14,11,2,3,12,12
2014,"12","21",59,51,17,12,20,9,1,2,10,11
2014,"12","22",100,94,14,15,12,15,6,3,15,14
2014,"12","23",112,96,10,12,7,11,4,3,16,14
2014,"12","24",81,95,17,12,3,9,3,4,16,13
2014,"12","25",41,49,20,10,8,9,2,3,17,11
2014,"12","26",80,90,19,12,4,11,3,3,13,14
2014,"12","27",57,76,9,13,16,9,1,3,14,12
2014,"12","28",42,47,10,12,5,8,2,2,12,11
2014,"12","29",94,81,11,10,8,12,7,3,14,14
2014,"12","30",83,86,13,13,9,9,2,4,13,14
2014,"12","31",54,83,18,12,8,9,1,4,6,14
2015,"1","1",26,40,29,10,12,8,4,3,8,10
2015,"1","2",50,74,10,13,10,12,3,2,14,12
2015,"1","3",42,62,11,14,11,9,2,3,9,10
2015,"1","4",35,38,8,11,11,8,1,2,5,9
2015,"1","5",56,68,9,11,3,11,7,3,6,11
2015,"1","6",72,68,13,11,4,9,7,4,9,12
2015,"1","7",63,68,14,11,6,9,1,4,12,11
2015,"1","8",59,68,7,10,4,10,5,4,9,12
2015,"1","9",63,74,17,11,14,8,5,3,8,11
2015,"1","10",61,65,19,13,12,9,2,3,4,10
2015,"1","11",39,40,10,12,7,9,2,3,11,9
2015,"1","12",36,40,7,8,14,8,4,4,6,9
2015,"1","13",102,71,17,12,14,9,5,3,33,12
2015,"1","14",72,76,10,11,11,11,4,4,13,13
2015,"1","15",65,73,10,12,11,10,8,4,8,13
2015,"1","16",78,78,16,12,14,10,4,4,14,13
2015,"1","17",61,69,10,13,14,10,3,4,27,11
2015,"1","18",46,43,12,10,10,9,3,3,5,11
2015,"1","19",75,76,9,11,14,12,1,4,7,12
2015,"1","20",96,78,14,13,13,10,6,4,21,13
2015,"1","21",86,79,13,11,20,11,5,4,21,13
2015,"1","22",93,79,13,12,10,11,5,4,30,13
2015,"1","23",73,88,9,11,8,11,2,4,21,14
2015,"1","24",66,73,16,12,12,8,4,3,8,12
2015,"1","25",41,44,20,11,16,9,2,3,11,11
2015,"1","26",70,79,12,14,12,14,3,4,16,14
2015,"1","27",77,79,11,12,12,11,8,3,23,13
2015,"1","28",83,77,8,11,7,10,1,4,9,13
2015,"1","29",85,74,17,12,12,11,3,4,12,13
2015,"1","30",69,83,8,13,6,11,4,3,16,13
2015,"1","31",79,70,17,13,6,8,3,4,5,11
2015,"2","1",50,47,12,10,10,8,5,3,7,11
2015,"2","2",91,87,18,12,14,12,7,4,12,14
2015,"2","3",99,91,18,12,15,11,1,4,14,14
2015,"2","4",73,91,12,14,12,12,4,4,8,14
2015,"2","5",86,85,13,12,22,11,0,0,19,14
2015,"2","6",106,97,13,15,17,12,3,3,20,14
2015,"2","7",71,85,13,15,11,11,6,4,16,12
2015,"2","8",55,51,14,11,8,9,4,3,20,12
2015,"2","9",89,91,18,12,12,13,5,4,33,17
2015,"2","10",107,96,8,11,15,11,2,3,15,19
2015,"2","11",69,93,17,13,8,12,2,4,8,16
2015,"2","12",96,86,14,12,11,12,7,3,11,17
2015,"2","13",110,96,12,13,12,11,4,4,14,15
2015,"2","14",74,86,10,14,14,8,3,4,7,12
2015,"2","15",64,51,14,12,5,9,4,3,17,11
2015,"2","16",98,93,20,11,7,12,3,4,9,15
2015,"2","17",104,95,9,13,7,11,5,4,11,14
2015,"2","18",84,94,19,12,10,10,6,4,10,14
2015,"2","19",102,90,16,12,5,11,2,4,19,15
2015,"2","20",97,100,11,14,13,10,3,4,20,14
2015,"2","21",71,87,16,14,6,9,12,3,9,13
2015,"2","22",51,51,5,11,8,8,1,3,6,12
2015,"2","23",89,90,14,11,8,11,3,5,12,14
2015,"2","24",97,93,10,12,15,10,1,4,11,15
2015,"2","25",88,91,22,13,10,10,5,4,14,14
2015,"2","26",97,88,11,11,7,12,3,4,17,15
2015,"2","27",95,97,17,13,9,10,7,4,7,14
2015,"2","28",79,83,14,13,11,9,7,3,16,12
2015,"3","1",66,52,17,11,8,10,4,3,20,12
2015,"3","2",86,95,17,13,14,13,3,4,13,14
2015,"3","3",90,96,14,15,15,12,3,4,16,14
2015,"3","4",94,93,17,13,11,12,2,4,19,15
2015,"3","5",85,91,14,14,15,13,5,4,13,15
2015,"3","6",79,98,24,15,19,12,1,4,14,14
2015,"3","7",81,83,10,17,18,13,5,3,13,12
2015,"3","8",63,51,15,13,12,9,3,3,14,11
2015,"3","9",96,93,10,13,7,14,4,4,14,14
2015,"3","10",126,95,14,14,16,11,3,4,8,14
2015,"3","11",78,97,9,14,16,13,4,4,9,13
2015,"3","12",93,92,15,13,18,14,6,4,9,14
2015,"3","13",86,101,16,13,9,13,4,4,22,12
2015,"3","14",79,86,22,14,19,11,5,4,9,11
2015,"3","15",54,52,21,12,14,11,4,3,10,10
2015,"3","16",94,93,7,14,20,16,7,4,14,14
2015,"3","17",95,96,14,14,15,13,6,4,5,14
2015,"3","18",77,91,11,14,19,14,4,5,15,13
2015,"3","19",109,89,7,14,21,12,2,4,20,14
2015,"3","20",109,102,12,15,12,14,4,4,9,13
2015,"3","21",99,87,15,15,10,12,4,4,14,11
2015,"3","22",47,55,11,11,11,10,4,3,12,11
2015,"3","23",50,47,11,9,3,9,2,4,15,11
2015,"3","24",101,90,15,11,7,11,3,4,20,15
2015,"3","25",104,90,11,11,14,11,6,4,19,14
2015,"3","26",82,91,16,12,15,12,0,0,18,15
2015,"3","27",94,98,16,14,12,12,4,3,18,15
2015,"3","28",71,83,17,14,17,11,2,4,13,12
2015,"3","29",45,28,8,10,14,8,2,3,12,9
2015,"3","30",93,91,11,12,16,14,2,4,14,15
2015,"3","31",70,94,18,13,11,13,0,0,8,14
2015,"4","1",87,85,15,13,13,12,6,3,15,13
2015,"4","2",39,47,11,10,6,9,3,4,11,11
2015,"4","3",27,47,1,10,8,9,2,3,6,10
2015,"4","4",50,67,5,12,9,8,1,3,14,11
2015,"4","5",36,23,6,8,8,6,2,2,10,8
2015,"4","6",100,75,10,9,7,11,4,4,12,13
2015,"4","7",73,82,19,10,10,10,2,4,12,13
2015,"4","8",97,80,9,11,19,11,6,3,15,13
2015,"4","9",83,83,15,10,7,12,5,4,17,14
2015,"4","10",105,93,12,11,17,11,4,4,13,14
2015,"4","11",93,84,15,14,9,10,3,3,11,11
2015,"4","12",54,52,4,11,5,10,3,3,17,10
2015,"4","13",100,92,16,11,13,11,7,4,16,14
2015,"4","14",71,97,12,12,19,11,3,4,18,14
2015,"4","15",70,91,11,12,18,12,6,4,18,14
2015,"4","16",97,86,17,11,17,11,3,4,18,15
2015,"4","17",101,96,8,13,18,13,11,4,17,14
2015,"4","18",88,84,14,13,15,10,3,4,10,12
2015,"4","19",39,51,13,11,8,11,0,0,6,11
2015,"4","20",114,88,14,11,9,14,4,4,8,13
2015,"4","21",106,95,14,13,14,11,8,4,14,13
2015,"4","22",72,96,16,12,10,11,2,5,10,12
2015,"4","23",118,88,15,12,10,12,3,4,8,13
2015,"4","24",112,100,18,13,15,10,2,4,11,12
2015,"4","25",82,89,16,17,10,11,7,4,10,10
2015,"4","26",70,53,14,12,18,10,1,3,17,10
2015,"4","27",109,99,18,15,6,13,3,4,10,13
2015,"4","28",102,99,19,14,15,12,6,4,18,13
2015,"4","29",103,99,14,13,7,11,5,4,17,14
2015,"4","30",105,94,11,13,11,12,3,4,13,14
2015,"5","1",58,58,16,12,13,9,3,4,5,12
2015,"5","2",82,83,14,15,9,11,3,3,15,12
2015,"5","3",54,51,8,12,12,9,1,3,15,11
2015,"5","4",89,92,16,13,17,12,7,4,28,15
2015,"5","5",94,96,10,12,14,12,0,0,15,16
2015,"5","6",72,91,11,13,26,12,3,4,14,16
2015,"5","7",107,87,20,13,13,14,1,4,10,17
2015,"5","8",92,98,14,14,9,15,2,3,12,14
2015,"5","9",109,84,18,14,13,10,3,4,14,12
2015,"5","10",76,54,12,13,11,10,4,3,13,11
2015,"5","11",97,100,16,15,19,14,7,4,14,14
2015,"5","12",114,102,19,14,18,13,3,4,14,15
2015,"5","13",107,102,8,15,11,14,5,4,10,14
2015,"5","14",92,97,10,14,8,12,5,4,8,14
2015,"5","15",103,104,15,13,14,12,9,4,12,13
2015,"5","16",97,90,19,14,7,11,5,4,16,11
