"BARRIO","promedio_accidente_mes","cluster"
"miranda",18.3333333333333,4
"fatima",18.6666666666667,4
"trinidad",18.8333333333333,4
"el poblado",19,4
"facultad de minas u. nacional",19,4
"manrique central no. 1",19.1666666666667,4
"alfonso lopez",19.5,4
"estacion villa",19.5833333333333,4
"los pinos",19.5833333333333,4
"la america",19.6666666666667,4
"barrio colombia",20.1666666666667,4
"cucaracho",20.5,4
"sevilla",21,4
"campo valdes no. 1",21.1666666666667,4
"las granjas",21.4166666666667,4
"bombona no. 1",22.3333333333333,4
"rosales",22.3333333333333,4
"laureles",22.8333333333333,4
"el estadio",25.4166666666667,4
"calle nueva",25.8333333333333,4
"moravia",26.4166666666667,4
"manila",26.6666666666667,4
"los colores",26.8333333333333,4
"las acacias",27.1666666666667,4
"suramericana",27.5833333333333,4
"el progreso",28.1666666666667,4
"la aguacatala",30.1666666666667,4
"cristo rey",33.6666666666667,3
"universidad nacional",34.0833333333333,4
"villa carlota",34.25,4
"jesus nazareno",34.3333333333333,3
"guayabal",35.5,4
"belen",37.3333333333333,3
"boston",37.3333333333333,4
"castilla",37.9166666666667,4
"prado",38.5833333333333,4
"el chagualo",38.75,3
"corazon de jesus",39.9166666666667,3
"naranjal",44.6666666666667,3
"san diego",45.6666666666667,3
"carlos e. restrepo",49.6666666666667,3
"villa nueva",50.1666666666667,3
"terminal de transporte",54.8333333333333,3
"santa fe",56.0833333333333,3
"barrio colon",57.0833333333333,3
"san benito",58,3
"guayaquil",61.0833333333333,3
"los conquistadores",61.25,3
"perpetuo socorro",64.5833333333333,3
"campo amor",65.5,3
"caribe",81.6666666666667,3
"la candelaria",95.9166666666667,3
