"BARRIO"
"rosales"
"san isidro"
"el progreso"
"carlos e. restrepo"
"san benito"
"manrique central no. 2"
"campo valdes no. 1"
"manrique oriental"
"toscana"
"la hondonada"
"campo valdes no. 2"
"versalles no. 1"
"la pilarica"
"campo amor"
"villa flora"
"bello horizonte"
"estacion villa"
"alejandro echavarria"
"prado"
"cristo rey"
"santo domingo savio no. 1"
"cementerio universal"
"el rincon"
"asomadera no. 2"
"calasanz parte alta"
"betania"
"altos del poblado"
"altavista"
"manrique central no. 1"
"girardot"
"buenos aires"
"el diamante"
"kennedy"
"la castellana"
"aures no.1"
"brasilia"
"san pablo"
"la milagrosa"
"la candelaria"
"san miguel"
"barrio colon"
"loma de los bernal"
"jesus nazareno"
"las mercedes"
"doce de octubre no.2"
"berlin"
"barrio caicedo"
"u.d. atanasio girardot"
"villa carlota"
"las granjas"
"terminal de transporte"
"santa ines"
"popular"
"el raizal"
"moscu no. 2"
"las brisas"
"cabecera urbana san cristobal"
"el pomar"
"la esperanza"
"aures no. 2"
"guayaquil"
"francisco antonio zea"
"cabecera san antonio de prado"
"naranjal"
"san bernardo"
"la salle"
"guayabal"
"astorga"
"san diego"
"el poblado"
"la pradera"
"calle nueva"
"cucaracho"
"bombona no. 2"
"belen"
"sevilla"
"facultad de minas u. nacional"
"el compromiso"
"pajarito"
"tricentenario"
"las lomas no.1"
"jardin botanico"
"castilla"
"cataluna"
"moscu no. 1"
"moravia"
"barrio cristobal"
"caribe"
"manila"
"florida nueva"
"cordoba"
"san pedro"
"el velodromo"
"los balsos no.2"
"la florida"
"enciso"
"suramericana"
"el chagualo"
"villa nueva"
"perpetuo socorro"
"universidad nacional"
"cerro nutibara"
"la floresta"
"boston"
"parque juan pablo ii"
"buga patio bonito"
"alfonso lopez"
"la palma"
"san martin de porres"
"florencia"
"el corazon"
"ferrini"
"santa fe"
"barrio colombia"
"el estadio"
"bolivariana"
"san joaquin"
"boyaca"
"santa maria de los angeles"
"la america"
"fatima"
"corazon de jesus"
"las estancias"
"santo domingo savio no.1"
"robledo"
"granada"
"los conquistadores"
"las palmas"
"el pinal"
"lopez de mesa"
"los colores"
"san german"
"las acacias"
"pedregal alto"
"santa teresita"
"la alpujarra"
"los angeles"
"parque norte"
"san javier no.2"
"tejelo"
"el danubio"
"villa hermosa"
"loreto"
"altamira"
"el pesebre"
"campo alegre"
"universidad de antioquia"
"la mota"
"belalcazar"
"la libertad"
"las playas"
"trinidad"
"santa cruz"
"la frontera"
"el tesoro"
"suburbano el tesoro"
"facultad veterinaria y zootecnia u.de.a."
"picacho"
"la aguacatala"
"suburbano el plan"
"carpinelo"
"bombona no. 1"
"asomadera no. 1"
"nueva villa de la iguana"
"santa monica"
"pedregal"
"la gloria"
"la esperanza no. 2"
"veinte de julio"
"la francia"
"b. cerro  el volador"
"la ladera"
"las violetas"
"miranda"
"laureles"
"juan pablo ii"
"la rosa"
"palenque"
"los alcazares"
"los balsos no.1"
"la mansion"
"villa del socorro"
"doce de octubre no.1"
"castropol"
"hector abad gomez"
"las esmeraldas"
"playon de los comuneros"
"granizal"
"lorena"
"area de expansion san antonio de prado"
"tenche"
"pablo vi"
"diego echavarria"
"aranjuez"
"picachito"
"el salvador"
"el nogal-los almendros"
"santa lucia"
"cuarta brigada"
"los pinos"
"area de expansion pajarito"
"barrio de jesus"
"bombona no.1"
"sucre"
"andalucia"
"el castillo"
"los naranjos"
"bosques de san pablo"
"san javier no.1"
"gerona"
"la colina"
"alejandria"
"simon bolivar"
"llanaditas"
"villa niza"
"oleoducto"
"los cerros el vergel"
"los alpes"
"la isla"
"miraflores"
"antonio narino"
"villatina"
